timestep,time,Tesla Model 3_0,Tesla Model 3_1,Tesla Model 3_2,Tesla Model 3_3,Tesla Model 3_4,Tesla Model 3_5,Tesla Model 3_6,Tesla Model 3_7,Tesla Model 3_8,Tesla Model 3_9
160,2024-06-18 16:00:00,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364
161,2024-06-18 16:15:00,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004
162,2024-06-18 16:30:00,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637
163,2024-06-18 16:45:00,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273
164,2024-06-18 17:00:00,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093
165,2024-06-18 17:15:00,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546
166,2024-06-18 17:30:00,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182
167,2024-06-18 17:45:00,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187
168,2024-06-18 18:00:00,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546
169,2024-06-18 18:15:00,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091
170,2024-06-18 18:30:00,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275
171,2024-06-18 18:45:00,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364
172,2024-06-18 19:00:00,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
173,2024-06-18 19:15:00,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3031666666666667,0.30000000000000004,0.30000000000000004
174,2024-06-18 19:30:00,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.30633333333333335,0.30000000000000004,0.30000000000000004
175,2024-06-18 19:45:00,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.3095,0.30000000000000004,0.30000000000000004
176,2024-06-18 20:00:00,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.31266666666666665,0.30000000000000004,0.30000000000000004
177,2024-06-18 20:15:00,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.3158333333333333,0.30000000000000004,0.30000000000000004
178,2024-06-18 20:30:00,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.31899999999999995,0.30000000000000004,0.30000000000000004
179,2024-06-18 20:45:00,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.3221666666666666,0.30000000000000004,0.30000000000000004
180,2024-06-18 21:00:00,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.32533333333333325,0.30000000000000004,0.30000000000000004
181,2024-06-18 21:15:00,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.3284999999999999,0.30000000000000004,0.30000000000000004
182,2024-06-18 21:30:00,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.33166666666666655,0.30000000000000004,0.30000000000000004
183,2024-06-18 21:45:00,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.3348333333333332,0.30000000000000004,0.30000000000000004
184,2024-06-18 22:00:00,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.33799999999999986,0.30000000000000004,0.30000000000000004
185,2024-06-18 22:15:00,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.3411666666666665,0.30000000000000004,0.30000000000000004
186,2024-06-18 22:30:00,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.34433333333333316,0.30000000000000004,0.30000000000000004
187,2024-06-18 22:45:00,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.3474999999999998,0.30000000000000004,0.30000000000000004
188,2024-06-18 23:00:00,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.35066666666666646,0.30000000000000004,0.30000000000000004
189,2024-06-18 23:15:00,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.3538333333333331,0.30000000000000004,0.30000000000000004
190,2024-06-18 23:30:00,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.35699999999999976,0.30000000000000004,0.30000000000000004
191,2024-06-18 23:45:00,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.3601666666666664,0.30000000000000004,0.30000000000000004
192,2024-06-19 00:00:00,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.36333333333333306,0.30000000000000004,0.30000000000000004
193,2024-06-19 00:15:00,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.3664999999999997,0.30000000000000004,0.30000000000000004
194,2024-06-19 00:30:00,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.36966666666666637,0.30000000000000004,0.30000000000000004
195,2024-06-19 00:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.39183333333333303,0.3221666666666667,0.3221666666666667
196,2024-06-19 01:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4139999999999997,0.3443333333333334,0.3443333333333334
197,2024-06-19 01:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.43616666666666637,0.36650000000000005,0.36650000000000005
198,2024-06-19 01:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.45833333333333304,0.3886666666666667,0.3886666666666667
199,2024-06-19 01:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4804999999999997,0.4108333333333334,0.4108333333333334
200,2024-06-19 02:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5026666666666664,0.43300000000000005,0.43300000000000005
201,2024-06-19 02:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.524833333333333,0.4551666666666667,0.4551666666666667
202,2024-06-19 02:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5469999999999997,0.4773333333333334,0.4773333333333334
203,2024-06-19 02:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5691666666666664,0.49950000000000006,0.49950000000000006
204,2024-06-19 03:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.591333333333333,0.5216666666666667,0.5216666666666667
205,2024-06-19 03:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6134999999999997,0.5438333333333334,0.5438333333333334
206,2024-06-19 03:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6356666666666664,0.5660000000000001,0.5660000000000001
207,2024-06-19 03:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.657833333333333,0.5881666666666667,0.5881666666666667
208,2024-06-19 04:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6799999999999997,0.6103333333333334,0.6103333333333334
209,2024-06-19 04:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7021666666666664,0.6325000000000001,0.6325000000000001
210,2024-06-19 04:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.724333333333333,0.6546666666666667,0.6546666666666667
211,2024-06-19 04:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7464999999999997,0.6768333333333334,0.6768333333333334
212,2024-06-19 05:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7686666666666664,0.6990000000000001,0.6990000000000001
213,2024-06-19 05:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.790833333333333,0.7211666666666667,0.7211666666666667
214,2024-06-19 05:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7433333333333334,0.7433333333333334
215,2024-06-19 05:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7655000000000001,0.7655000000000001
216,2024-06-19 06:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7876666666666667,0.7876666666666667
217,2024-06-19 06:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
218,2024-06-19 06:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
219,2024-06-19 06:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
220,2024-06-19 07:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
221,2024-06-19 07:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
222,2024-06-19 07:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
223,2024-06-19 07:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
224,2024-06-19 08:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
225,2024-06-19 08:15:00,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637,0.7886363636363637
226,2024-06-19 08:30:00,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273,0.7772727272727273
227,2024-06-19 08:45:00,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091,0.765909090909091
228,2024-06-19 09:00:00,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546,0.7545454545454546
229,2024-06-19 09:15:00,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182,0.7431818181818182
230,2024-06-19 09:30:00,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819,0.7318181818181819
231,2024-06-19 09:45:00,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455,0.7204545454545455
232,2024-06-19 10:00:00,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091
233,2024-06-19 10:15:00,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728,0.6977272727272728
234,2024-06-19 10:30:00,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364,0.6863636363636364
235,2024-06-19 10:45:00,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
236,2024-06-19 11:00:00,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637
237,2024-06-19 11:15:00,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273,0.6522727272727273
238,2024-06-19 11:30:00,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091
239,2024-06-19 11:45:00,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546,0.6295454545454546
240,2024-06-19 12:00:00,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182
241,2024-06-19 12:15:00,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819,0.6068181818181819
242,2024-06-19 12:30:00,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455,0.5954545454545455
243,2024-06-19 12:45:00,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091,0.5840909090909091
244,2024-06-19 13:00:00,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728,0.5727272727272728
245,2024-06-19 13:15:00,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364,0.5613636363636364
246,2024-06-19 13:30:00,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
247,2024-06-19 13:45:00,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637,0.5386363636363637
248,2024-06-19 14:00:00,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273,0.5272727272727273
249,2024-06-19 14:15:00,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909
250,2024-06-19 14:30:00,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546,0.5045454545454546
251,2024-06-19 14:45:00,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182,0.4931818181818182
252,2024-06-19 15:00:00,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187,0.48181818181818187
253,2024-06-19 15:15:00,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455,0.4704545454545455
254,2024-06-19 15:30:00,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091,0.4590909090909091
255,2024-06-19 15:45:00,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275,0.44772727272727275
256,2024-06-19 16:00:00,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364,0.4363636363636364
257,2024-06-19 16:15:00,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004
258,2024-06-19 16:30:00,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637,0.4136363636363637
259,2024-06-19 16:45:00,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273,0.4022727272727273
260,2024-06-19 17:00:00,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093,0.39090909090909093
261,2024-06-19 17:15:00,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546,0.3795454545454546
262,2024-06-19 17:30:00,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182,0.3681818181818182
263,2024-06-19 17:45:00,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187,0.35681818181818187
264,2024-06-19 18:00:00,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.34545454545454546
265,2024-06-19 18:15:00,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091,0.3340909090909091
266,2024-06-19 18:30:00,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275,0.32272727272727275
267,2024-06-19 18:45:00,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364,0.3113636363636364
268,2024-06-19 19:00:00,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
269,2024-06-19 19:15:00,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3221666666666667,0.3031666666666667,0.30000000000000004,0.30000000000000004
270,2024-06-19 19:30:00,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.3443333333333334,0.30633333333333335,0.30000000000000004,0.30000000000000004
271,2024-06-19 19:45:00,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.36650000000000005,0.3095,0.30000000000000004,0.30000000000000004
272,2024-06-19 20:00:00,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.3886666666666667,0.31266666666666665,0.30000000000000004,0.30000000000000004
273,2024-06-19 20:15:00,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.4108333333333334,0.3158333333333333,0.30000000000000004,0.30000000000000004
274,2024-06-19 20:30:00,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.43300000000000005,0.31899999999999995,0.30000000000000004,0.30000000000000004
275,2024-06-19 20:45:00,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.4551666666666667,0.3221666666666666,0.30000000000000004,0.30000000000000004
276,2024-06-19 21:00:00,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.4773333333333334,0.32533333333333325,0.30000000000000004,0.30000000000000004
277,2024-06-19 21:15:00,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.49950000000000006,0.3284999999999999,0.30000000000000004,0.30000000000000004
278,2024-06-19 21:30:00,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.5216666666666667,0.33166666666666655,0.30000000000000004,0.30000000000000004
279,2024-06-19 21:45:00,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.5438333333333334,0.3348333333333332,0.30000000000000004,0.30000000000000004
280,2024-06-19 22:00:00,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.5660000000000001,0.33799999999999986,0.30000000000000004,0.30000000000000004
281,2024-06-19 22:15:00,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.5881666666666667,0.3411666666666665,0.30000000000000004,0.30000000000000004
282,2024-06-19 22:30:00,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.6103333333333334,0.34433333333333316,0.30000000000000004,0.30000000000000004
283,2024-06-19 22:45:00,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.6325000000000001,0.3474999999999998,0.30000000000000004,0.30000000000000004
284,2024-06-19 23:00:00,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.6546666666666667,0.35066666666666646,0.30000000000000004,0.30000000000000004
285,2024-06-19 23:15:00,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.6768333333333334,0.3538333333333331,0.30000000000000004,0.30000000000000004
286,2024-06-19 23:30:00,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.35699999999999976,0.30000000000000004,0.30000000000000004
287,2024-06-19 23:45:00,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.7211666666666667,0.3601666666666664,0.30000000000000004,0.30000000000000004
288,2024-06-20 00:00:00,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.7433333333333334,0.36333333333333306,0.30000000000000004,0.30000000000000004
289,2024-06-20 00:15:00,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.7655000000000001,0.3664999999999997,0.30000000000000004,0.30000000000000004
290,2024-06-20 00:30:00,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.7876666666666667,0.36966666666666637,0.30000000000000004,0.30000000000000004
291,2024-06-20 00:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.39183333333333303,0.3221666666666667,0.3221666666666667
292,2024-06-20 01:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4139999999999997,0.3443333333333334,0.3443333333333334
293,2024-06-20 01:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.43616666666666637,0.36650000000000005,0.36650000000000005
294,2024-06-20 01:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.45833333333333304,0.3886666666666667,0.3886666666666667
295,2024-06-20 01:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4804999999999997,0.4108333333333334,0.4108333333333334
296,2024-06-20 02:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5026666666666664,0.43300000000000005,0.43300000000000005
297,2024-06-20 02:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.524833333333333,0.4551666666666667,0.4551666666666667
298,2024-06-20 02:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5469999999999997,0.4773333333333334,0.4773333333333334
299,2024-06-20 02:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5691666666666664,0.49950000000000006,0.49950000000000006
300,2024-06-20 03:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.591333333333333,0.5216666666666667,0.5216666666666667
301,2024-06-20 03:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6134999999999997,0.5438333333333334,0.5438333333333334
302,2024-06-20 03:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6356666666666664,0.5660000000000001,0.5660000000000001
303,2024-06-20 03:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.657833333333333,0.5881666666666667,0.5881666666666667
304,2024-06-20 04:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6799999999999997,0.6103333333333334,0.6103333333333334
305,2024-06-20 04:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7021666666666664,0.6325000000000001,0.6325000000000001
306,2024-06-20 04:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.724333333333333,0.6546666666666667,0.6546666666666667
307,2024-06-20 04:45:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7464999999999997,0.6768333333333334,0.6768333333333334
308,2024-06-20 05:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7686666666666664,0.6990000000000001,0.6990000000000001
309,2024-06-20 05:15:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.790833333333333,0.7211666666666667,0.7211666666666667
310,2024-06-20 05:30:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7433333333333334,0.7433333333333334
